operation1,operation2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,Output
35.0021,0.84,449.44,555.09,1366.59,1126.92,5.48,8,194.75,2222.96,8353.83,565704.1542
24.9983,0.6213,462.54,536.68,1258.73,1050.35,7.05,9.02,175.71,1915.37,8008.33,541626.3344
10.0076,0.25,489.05,604.14,1494.57,1304.01,10.52,15.49,394.87,2318.88,8780.7,604928.9152
20.0055,0.7,491.19,607.22,1485.38,1243.58,9.35,13.65,334.96,2323.9,8726.06,598458.301
20.004,0.7016,491.19,607.22,1489.76,1250.67,9.35,13.65,335.26,2323.94,8723.12,598051.7676
10.0073,0.2503,489.05,604.52,1495.05,1307.26,10.52,15.49,394.4,2318.94,8774.81,604668.3264
20.0053,0.7,491.19,607.18,1478.02,1254.1,9.35,13.65,334.26,2323.9,8717.76,597455.0006
20.0038,0.7003,491.19,606.91,1483.97,1242.87,9.35,13.65,334.52,2323.9,8716.99,597338.4794
10.0077,0.251,489.05,604.76,1495.05,1297.13,10.52,15.49,394.9,2318.85,8773.69,604342.9114
9.9988,0.25,489.05,605.18,1498.64,1307.25,10.52,15.49,395.25,2318.89,8779.87,605196.0176
20.0078,0.7012,491.19,607.25,1487.56,1251.46,9.35,13.66,335.11,2323.95,8727.4,598218.0028
10.006,0.25,489.05,604.16,1500.84,1300.28,10.52,15.49,394.74,2318.8,8776.08,605069.842
25.0071,0.62,462.54,536.64,1261.46,1043.33,7.05,9.03,175.08,1915.41,8011.21,541920.7742
10.0002,0.25,489.05,604.63,1495.83,1302.03,10.52,15.49,394.94,2318.92,8777.91,605250.6104
0.0006,0.001,518.67,642.19,1587.08,1406.82,14.62,21.61,553.65,2388,9060.84,632281.8872
19.9995,0.7,491.19,607.19,1484.66,1243.56,9.35,13.65,335.35,2323.86,8728.13,598232.359
34.9996,0.8415,449.44,555.3,1366.31,1125.7,5.48,8,193.89,2222.93,8350.21,565479.9382
35.0056,0.8418,449.44,555.95,1367.2,1122.1,5.48,8,194.93,2222.93,8351.21,565501.152
41.9988,0.8403,445,549.24,1347.96,1127.86,3.91,5.72,138.26,2211.95,8316.87,560671.7594
20.0013,0.7,491.19,606.64,1477.55,1239.69,9.35,13.65,335.19,2323.87,8724.28,598150.4626
19.9997,0.7,491.19,607.25,1484.88,1243.68,9.35,13.65,334.41,2323.94,8720.38,598240.1594
42.0042,0.8413,445,548.87,1355.8,1122.7,3.91,5.72,139.04,2211.96,8317.49,560589.5962
35.0074,0.84,449.44,555.82,1358.93,1133.49,5.48,8,193.96,2222.94,8351.47,565693.9548
25.002,0.6216,462.54,536.97,1271.82,1052.95,7.05,9.02,175.71,1915.36,8006.37,541834.9836
10.0054,0.25,489.05,604.29,1497.71,1298.01,10.52,15.49,394.59,2318.88,8780.25,605616.8108
25.0055,0.62,462.54,536.58,1256.92,1048.66,7.05,9.03,174.71,1915.31,8010.81,541741.021
34.9997,0.84,449.44,555.42,1362.43,1127.88,5.48,8,194.54,2222.98,8354.85,566083.9194
9.9997,0.2511,489.05,604.64,1497.77,1300.57,10.52,15.49,394.26,2318.9,8770.99,604655.496
42.0048,0.84,445,549.68,1352.36,1123.29,3.91,5.71,139.3,2211.92,8322.98,560850.2296
35.0029,0.84,449.44,555.57,1362.29,1126.63,5.48,8,194.72,2223.03,8345.74,565580.5658
42.0018,0.84,445,549.68,1354.37,1125.46,3.91,5.72,138.83,2211.95,8330.13,560825.2736
0.0013,0.0012,518.67,642.27,1586.15,1399.42,14.62,21.61,553.37,2388.07,9063.49,632733.3898
34.9995,0.8401,449.44,555.36,1365.44,1125.53,5.48,8,194.21,2222.97,8345.52,565661.9896
0.0012,0,518.67,642.39,1590.07,1401.75,14.62,21.61,553.77,2388.06,9054.91,632216.1024
0.002,0,518.67,642.25,1583.08,1404.37,14.62,21.61,553.84,2388.04,9058.32,632927.014
42.0002,0.84,445,550.2,1352,1120.88,3.91,5.71,138.77,2211.93,8324.99,561273.7304
10.0074,0.25,489.05,604.45,1499.94,1307.73,10.52,15.49,394.95,2318.89,8777.04,604565.7548
10.007,0.25,489.05,604.42,1497.91,1304.58,10.52,15.49,394.69,2318.88,8779.32,604903.934
20.0026,0.7014,491.19,607.25,1483.42,1247,9.35,13.66,335.52,2323.96,8719,597756.1436
42.0038,0.8409,445,549.26,1351.76,1125.49,3.91,5.71,138.77,2211.86,8321.07,560946.023
25.0073,0.6211,462.54,536.88,1260.57,1041.42,7.05,9.03,175.48,1915.41,8011.52,542671.2412
25.0043,0.62,462.54,536.8,1260.38,1053.04,7.05,9.03,175.43,1915.34,8014.79,542126.2986
10.0054,0.25,489.05,604.77,1502.72,1304.03,10.52,15.49,395.06,2318.88,8780.41,604843.2208
25.0001,0.6209,462.54,536.49,1257.96,1047.91,7.05,9.02,176.02,1915.4,8011.59,542661.5456
35.008,0.84,449.44,555.66,1362.76,1123.6,5.48,8,195.14,2222.93,8351.82,565802.956
0.0021,0,518.67,642.64,1580.42,1401.91,14.62,21.61,554.3,2388.06,9057.4,632569.5942
10.0075,0.25,489.05,604.91,1495.78,1306.26,10.52,15.49,395.42,2318.89,8776.22,604678.485
10.0074,0.2508,489.05,604.48,1502.83,1292.89,10.52,15.49,394.59,2318.89,8777.09,605284.2596
0.002,0.0016,518.67,642.16,1587.26,1397.33,14.62,21.61,554.2,2388.04,9058.18,632568.5836
34.9992,0.8403,449.44,555.36,1362.33,1132.34,5.48,8,195.21,2222.89,8342.88,564711.7502
34.9998,0.8417,449.44,555.82,1360.7,1127.5,5.48,8,194.04,2222.98,8346.33,565104.1098
9.9984,0.25,489.05,604.55,1497.89,1305.75,10.52,15.49,394.48,2318.83,8782.37,605396.6668
0.0023,0,518.67,642.72,1585.19,1408.06,14.62,21.61,553.75,2388.1,9054.16,632448.5046
25.0036,0.62,462.54,536.85,1267.96,1045.29,7.05,9.02,175.85,1915.37,8006.53,542332.2372
25.0012,0.6213,462.54,536.8,1259.96,1049.08,7.05,9.03,174.96,1915.37,8015.66,542241.8702
19.9987,0.7,491.19,607.62,1485.63,1245.19,9.35,13.65,334.69,2323.94,8717.76,597882.6374
0.0022,0,518.67,642.72,1590.55,1399.98,14.62,21.61,553.61,2388.03,9060.5,632339.2444
42.007,0.8406,445,549.64,1352.31,1117.05,3.91,5.71,138.69,2211.97,8316.2,560640.2076
10.0017,0.2515,489.05,604.02,1497.14,1308.76,10.52,15.49,393.86,2318.88,8783.2,605698.3624
20.0036,0.7,491.19,607.74,1486.85,1246.89,9.35,13.66,335.31,2323.96,8729.49,599012.9272
20.0068,0.701,491.19,607.33,1481.33,1245.75,9.35,13.65,335.03,2323.98,8720.42,597927.9196
42.0007,0.8414,445,548.87,1353,1122.18,3.91,5.71,137.75,2211.88,8321.84,560647.7398
20.007,0.7018,491.19,606.95,1481.28,1240.19,9.35,13.66,334.62,2323.95,8720.88,597939.7348
0.001,0,518.67,642.23,1591.11,1403.66,14.62,21.61,553.47,2388.09,9059.91,632207.602
20.0062,0.7001,491.19,607.38,1493.22,1250.47,9.35,13.66,334.85,2323.95,8726.88,598157.373
42.0067,0.8405,445,549.41,1353.67,1120.17,3.91,5.72,138.45,2211.91,8323.39,560645.5464
35.0074,0.8404,449.44,556.18,1366.2,1132.52,5.48,8,194.96,2222.97,8351.46,566000.2972
19.9981,0.7019,491.19,607.73,1487.16,1248.02,9.35,13.66,334.75,2323.97,8726.26,598215.9476
42.0035,0.8417,445,549.51,1354.42,1126.3,3.91,5.71,139.55,2211.93,8317.73,560738.4872
24.9991,0.6204,462.54,537.06,1258.42,1039.41,7.05,9.03,174.89,1915.29,8012.16,542135.0106
25.0053,0.6204,462.54,537.62,1259.82,1044.7,7.05,9.03,175.9,1915.36,8014.62,542879.933
20.0005,0.701,491.19,607.64,1482.81,1249.65,9.35,13.65,334.51,2323.94,8722.19,597991.127
41.9995,0.84,445,549.73,1350.81,1118.4,3.91,5.71,138.81,2211.93,8328.94,560911.629
42.0057,0.8404,445,549.79,1348,1126.6,3.91,5.71,138.23,2211.85,8324.87,560724.1238
35.0049,0.84,449.44,555.64,1358.22,1126.35,5.48,8,194.93,2222.94,8348.29,565870.4198
25.0015,0.62,462.54,536.48,1256.05,1050.54,7.05,9.02,175.52,1915.35,8005.09,542106.043
24.9994,0.6206,462.54,536.4,1253.8,1051.26,7.05,9.03,175.73,1915.28,8007.02,541626.9724
0.0024,0,518.67,642.06,1592.8,1400.54,14.62,21.61,553.52,2388.09,9049.6,632153.8948
0.0016,0.0017,518.67,642.81,1591.68,1408.71,14.62,21.61,553.73,2388.1,9052.39,631943.5934
42.004,0.84,445,549.86,1350.62,1126.2,3.91,5.71,138.65,2211.85,8320.68,560381.678
35.0051,0.8419,449.44,555.83,1373.49,1124.41,5.48,8,194.27,2222.95,8350.75,565962.4916
0.0026,0.0001,518.67,642.43,1591.92,1401.15,14.62,21.61,553.5,2388.07,9055.12,632050.1158
42.0002,0.8416,445,549.86,1357.46,1123.09,3.91,5.71,138.61,2211.84,8322.93,561135.98
42.0047,0.8402,445,550.04,1346.6,1129.34,3.91,5.72,138.28,2211.89,8326.93,561231.8306
10.0067,0.2518,489.05,604.98,1505.91,1304.15,10.52,15.49,395.03,2318.91,8777.71,605368.3842
35.0073,0.84,449.44,555.24,1358.76,1122.3,5.48,8,194.42,2222.94,8349.73,565236.4146
25.0002,0.6209,462.54,536.79,1264.32,1053.28,7.05,9.03,175.61,1915.33,8019.97,542620.0758
34.9988,0.8406,449.44,555.8,1365.52,1131.33,5.48,8,194.38,2222.94,8353.55,565706.3212
41.9981,0.84,445,549.91,1355.12,1129.88,3.91,5.71,138.34,2211.87,8323.3,560700.5362
10.0035,0.2515,489.05,605.33,1492.2,1314.51,10.52,15.49,394.1,2318.97,8779.08,605411.646
42.0028,0.8403,445,549.52,1354.12,1120.9,3.91,5.72,138.39,2211.89,8317.6,560159.0974
25.0048,0.621,462.54,536.87,1269.28,1050.1,7.05,9.03,175.17,1915.26,8007.28,541512.3456
41.9993,0.84,445,549.71,1357.16,1131.95,3.91,5.72,138.33,2211.87,8327.66,561115.7486
25.0042,0.62,462.54,536.85,1268,1051.61,7.05,9.02,175.22,1915.27,8015,542890.6084
42.0057,0.8413,445,549.42,1356.3,1118.61,3.91,5.72,139.26,2211.87,8319.26,560070.5192
20.0055,0.7,491.19,607.65,1480.31,1253.36,9.35,13.66,334.81,2323.94,8720.25,598125.591
24.9989,0.62,462.54,536.48,1263.29,1046.04,7.05,9.03,175.57,1915.31,8013.25,542109.3478
42.0031,0.8411,445,550.16,1345.76,1132.01,3.91,5.72,138.58,2211.87,8324.92,561159.6728
35.0025,0.8419,449.44,555.63,1366.42,1127.32,5.48,8,193.8,2222.93,8347.39,565726.8764
42.0002,0.84,445,549.98,1358.49,1126.6,3.91,5.71,138.4,2211.89,8321.98,560871.7204
41.9995,0.84,445,550.18,1357.13,1125.74,3.91,5.72,138.09,2211.81,8317.16,560160.549
42.0078,0.84,445,549.2,1348.94,1128.61,3.91,5.71,138.47,2211.84,8317.57,560227.5256
0.0008,0.0016,518.67,642.33,1590.73,1406.86,14.62,21.61,553.5,2388.07,9052.54,632449.8412
0.0008,0.001,518.67,642.55,1589.58,1403.36,14.62,21.61,552.87,2388.12,9049.8,632252.3476
42.0046,0.84,445,549.39,1350.55,1135.64,3.91,5.72,138.69,2211.77,8321.59,560269.9392
42.0045,0.841,445,550.12,1349.82,1125.96,3.91,5.72,137.79,2211.8,8315.87,560441.925
10.007,0.25,489.05,604.97,1511.51,1316.19,10.52,15.49,394.89,2318.99,8781.86,605423.574
41.9988,0.8415,445,549.99,1355.11,1131.04,3.91,5.71,138.03,2211.75,8316.6,560433.2966
25.0006,0.62,462.54,537.26,1261.6,1060.27,7.05,9.03,174.84,1915.33,8006.44,541874.7412
0.0013,0,518.67,642.75,1584.88,1408.1,14.62,21.61,553.29,2388.12,9054.32,632393.7626
10.0059,0.2506,489.05,605,1506.17,1304.3,10.52,15.49,393.68,2318.95,8772.44,604301.3054
42.005,0.8405,445,550.07,1351.55,1131.13,3.91,5.71,138.61,2211.81,8316.77,560235.423
0.0018,0,518.67,642.82,1588.11,1415.76,14.62,21.61,553.36,2388.12,9043.43,631484.8736
42.0058,0.84,445,549.96,1348.54,1131.44,3.91,5.72,138.98,2211.81,8323.97,560492.9716
20.0018,0.7004,491.19,607.69,1483.01,1255.07,9.35,13.66,334.19,2324.01,8720.78,598079.466
41.9994,0.8407,445,549.43,1355.73,1123.74,3.91,5.72,138.73,2211.81,8319.66,560139.753
10.003,0.2508,489.05,605.47,1502.51,1313.61,10.52,15.49,394.25,2319.01,8773.86,604939.3708
20.0034,0.7,491.19,607.98,1489.27,1264.56,9.35,13.66,334.3,2324,8726.84,598198.4768
0.0026,0,518.67,643.18,1586.55,1417.84,14.62,21.61,553.31,2388.18,9060.27,632826.5652
35.0004,0.84,449.44,556.21,1374.32,1140.33,5.48,8,194.13,2222.88,8351.59,565289.2108
0.0002,0.0002,518.67,642.61,1590.41,1409.02,14.62,21.61,553.84,2388.15,9052.4,632407.2916
35.0043,0.8416,449.44,555.62,1372,1137.24,5.48,8,194.2,2222.9,8350.15,565773.0382
41.9982,0.84,445,549.21,1347.69,1130.23,3.91,5.72,138.08,2211.77,8320.84,560505.8764
0.0021,0,518.67,642.93,1590.79,1411.34,14.62,21.61,552.18,2388.19,9054.34,632562.0342
0.0019,0,518.67,642.91,1590.69,1411.75,14.62,21.61,552.06,2388.06,9048.23,631338.1738
42.0076,0.84,445,550.1,1354.28,1136.82,3.91,5.72,138.36,2211.71,8323.16,560783.4152
25.0018,0.62,462.54,537.04,1259.55,1060.14,7.05,9.03,175.3,1915.27,8007,541806.0036
41.9985,0.8419,445,549.95,1354.59,1131.84,3.91,5.72,137.51,2211.76,8322.02,560865.4184
42.0059,0.84,445,549.9,1360.64,1139.83,3.91,5.72,137.88,2211.73,8317.77,560521.2718
42.0064,0.84,445,549.96,1354.3,1130.4,3.91,5.71,138.13,2211.74,8318.88,560536.2828
0.0022,0.0012,518.67,643.01,1595.38,1415.65,14.62,21.61,552.93,2388.18,9052.75,632461.3516
24.9981,0.62,462.54,536.89,1269.3,1058.17,7.05,9.03,174.74,1915.19,8014.85,542814.2962
42.0057,0.84,445,549.92,1359.54,1141.72,3.91,5.71,138.33,2211.68,8311.25,559720.7014
42.0068,0.84,445,550.31,1356.24,1140.3,3.91,5.71,138.17,2211.71,8315.86,560473.1636
10.0069,0.25,489.05,605.77,1502.64,1317.86,10.52,15.5,393.44,2319.06,8775.86,604515.8238
35.0058,0.8415,449.44,556.45,1369.67,1135.65,5.48,8,194.37,2222.85,8347.83,565789.2706
35.0048,0.8402,449.44,556.02,1376.59,1143.32,5.48,8,194.36,2222.86,8349.95,565486.6308
34.9998,0.8402,449.44,556.44,1376.16,1138.56,5.48,8,194.23,2222.83,8349.79,565305.9108
20.0073,0.7,491.19,608.08,1499.34,1261.54,9.35,13.66,333.99,2324.04,8716.64,597259.2346
35.0078,0.84,449.44,556.45,1366.04,1137.79,5.48,8,194.1,2222.81,8345.69,565499.1756
42.0061,0.84,445,549.72,1363.87,1132.12,3.91,5.72,137.95,2211.57,8322.28,560475.7822
0.001,0.0009,518.67,642.94,1593.79,1419.27,14.62,21.61,552.63,2388.22,9045.09,631121.2874
35.0078,0.84,449.44,556.36,1375.02,1136.2,5.48,8,194.23,2222.69,8344.83,565089.5656
34.9994,0.8401,449.44,555.87,1383.83,1148.53,5.48,8,194.14,2222.83,8341.59,565386.7594
9.9989,0.2502,489.05,605.92,1506.21,1317.51,10.52,15.5,393.23,2319.08,8774.48,604343.179
20.0057,0.7,491.19,608.47,1487.79,1266.51,9.35,13.66,333.77,2324.02,8706.26,597008.0514
0.003,0,518.67,643.46,1585.36,1424.95,14.62,21.61,552.31,2388.25,9046.38,631351.826
35.0015,0.8404,449.44,556.66,1378.06,1140.38,5.48,8,194.25,2222.79,8348.69,565588.4154
0.0004,0,518.67,642.87,1597.74,1422.18,14.62,21.61,552.11,2388.19,9046.83,631775.5208
19.9983,0.7006,491.19,607.93,1497.01,1264.91,9.35,13.66,333.4,2324.05,8717.67,597384.7502
42.0003,0.84,445,550.82,1361.26,1139.65,3.91,5.71,138.5,2211.55,8315.95,560269.2406
25.002,0.622,462.54,537.34,1265.83,1057.24,7.05,9.03,175,1915.17,8009.51,542441.176
19.9986,0.7,491.19,608.14,1495.93,1265.81,9.35,13.66,333.57,2324.02,8719.34,597538.3172
35.0071,0.84,449.44,556.36,1380.84,1143.04,5.48,8,193.76,2222.73,8340.93,564591.3142
42.0015,0.84,445,550.43,1367.06,1138.03,3.91,5.72,138.57,2211.54,8321.34,560779.833
42.0036,0.84,445,550.63,1357.6,1144.69,3.91,5.72,138.32,2211.53,8314.67,559721.8672
35.0074,0.8418,449.44,556.61,1372.17,1148.06,5.48,8,193.68,2222.73,8338.77,564984.3656
42.0054,0.8409,445,550.7,1363.6,1139.32,3.91,5.72,137.91,2211.53,8311.23,559715.2862
42.0012,0.8404,445,550.82,1366.97,1145.99,3.91,5.71,138.54,2211.5,8309.3,560044.5448
10.0076,0.25,489.05,604.77,1498.63,1301.21,10.52,15.49,394.05,2318.91,8766.12,604015.5352
24.9997,0.6203,462.54,536.81,1251.66,1041.52,7.05,9.02,175.41,1915.25,8009.61,541697.3112
42.0009,0.8419,445,549.36,1353.06,1124.45,3.91,5.72,138.96,2211.82,8310.91,559516.9132
42.0079,0.84,445,549.27,1351.46,1122.16,3.91,5.71,138.53,2211.81,8317.02,560037.5258
35.0039,0.8415,449.44,555.36,1359.37,1128.43,5.48,8,195.54,2222.8,8345.46,565412.1968
9.9992,0.25,489.05,604.74,1501.02,1300.22,10.52,15.49,394.94,2318.84,8770.94,604740.5884
20,0.7,491.19,607.2,1492.18,1250.88,9.35,13.65,335.16,2323.93,8711.15,597765.23
42.0044,0.8417,445,549.91,1348.85,1123.02,3.91,5.72,138.14,2211.87,8315.07,560371.379
42.0013,0.84,445,548.8,1343.41,1115.89,3.91,5.72,139.26,2211.82,8319.05,560232.6426
20.0053,0.702,491.19,607.32,1474.66,1244.07,9.35,13.65,335.01,2323.91,8719.26,597798.2626
41.9983,0.84,445,549.61,1350.14,1123.27,3.91,5.71,138.39,2211.81,8313.86,559633.2466
9.9996,0.2518,489.05,604.87,1497.28,1303.02,10.52,15.49,394.52,2318.84,8777.39,604775.2
20.0007,0.7,491.19,607,1480.77,1249.71,9.35,13.65,334.56,2323.89,8714.32,597743.4514
42.0039,0.84,445,548.63,1351.1,1118.12,3.91,5.72,139.14,2211.8,8313.82,559866.8678
10.0053,0.2506,489.05,604.25,1498.23,1310.11,10.52,15.49,395.11,2318.92,8768.51,604259.5742
25.0052,0.6205,462.54,536.4,1263.48,1045.57,7.05,9.02,175.07,1915.23,8006.95,541888.0634
42.0058,0.84,445,549.71,1352.99,1125.33,3.91,5.71,138.39,2211.81,8315.05,559738.8016
20.0002,0.7005,491.19,606.42,1480.98,1250.56,9.35,13.65,335.43,2323.91,8714.34,597802.6234
42.0013,0.8417,445,549.25,1347.99,1123.26,3.91,5.71,139.12,2211.83,8316.62,560250.5728
20.0054,0.7002,491.19,607.28,1484.05,1245.12,9.35,13.65,334.96,2323.89,8726.07,598271.962
35.0068,0.84,449.44,554.98,1369.54,1120.75,5.48,8,194.9,2222.84,8342.64,564687.8736
42.0064,0.84,445,548.76,1343.45,1120.49,3.91,5.71,138.74,2211.86,8307.14,559553.9928
10.0072,0.2508,489.05,604.49,1493.44,1305.87,10.52,15.49,395.38,2318.83,8769.22,604156.2892
25.0069,0.6213,462.54,536.32,1259.38,1045.91,7.05,9.02,176.49,1915.21,7999.02,541102.7916
42.0051,0.8412,445,549.06,1349.84,1120.99,3.91,5.71,139.08,2211.75,8314.76,560040.6174
20.0073,0.7008,491.19,607.51,1480.71,1244.6,9.35,13.65,334.96,2323.88,8711.46,597584.7094
42.0052,0.8412,445,549.24,1352.38,1122.97,3.91,5.71,138.6,2211.83,8311.06,560264.0176
10.0051,0.2501,489.05,604.73,1498.74,1302.96,10.52,15.49,394.91,2318.85,8763.43,603671.2908
19.9981,0.7016,491.19,607.59,1485.47,1250.91,9.35,13.65,335.19,2323.87,8711.87,597282.4058
25.0002,0.6208,462.54,537.11,1259.49,1045.26,7.05,9.02,175.31,1915.29,8012.53,542660.5352
20.0062,0.7,491.19,607.07,1482.34,1249.26,9.35,13.65,335.19,2323.88,8715.46,597500.3524
25.0079,0.62,462.54,536.8,1261.88,1044.84,7.05,9.03,175.74,1915.26,8002.04,541682.8558
0.0003,0,518.67,642.53,1584.12,1398.82,14.62,21.61,553.96,2388.05,9050.76,631958.6506
20.0012,0.7018,491.19,607.4,1481.26,1250.87,9.35,13.66,334.13,2323.89,8714.92,597178.4132
42.0038,0.84,445,549.32,1346.59,1128.09,3.91,5.72,138.9,2211.89,8320,560205.5476
41.9992,0.8416,445,549.62,1356.74,1121.98,3.91,5.72,138.16,2211.84,8315.23,560183.028
10.0042,0.25,489.05,604.59,1497.43,1303.44,10.52,15.49,393.41,2318.93,8770.35,604643.5084
41.9993,0.84,445,549.27,1347.9,1119.37,3.91,5.72,138.34,2211.82,8320.6,560156.3386
25.004,0.6217,462.54,536.33,1252.16,1041.56,7.05,9.03,175.24,1915.25,8001.74,541961.5582
25.0018,0.62,462.54,536.72,1257.72,1046.9,7.05,9.02,175.87,1915.29,8003.27,542168.1736
42.0069,0.8416,445,549.5,1354.06,1125.13,3.91,5.71,139.4,2211.82,8310.11,559836.3234
42.0002,0.8408,445,549.07,1353.33,1120.41,3.91,5.72,138.47,2211.84,8315.81,559966.3552
35.0076,0.8404,449.44,556.21,1368.47,1120.52,5.48,8,194.49,2222.88,8348.15,565814.9876
0.0009,0,518.67,642.49,1580.87,1397.28,14.62,21.61,554.03,2388.04,9051.71,631791.2018
42.007,0.84,445,549.23,1354.92,1119.38,3.91,5.71,139.13,2211.82,8320.61,560758.464
35.0075,0.8418,449.44,555.16,1369.07,1131.79,5.48,8,195.57,2222.89,8338.83,565130.2758
25.0029,0.6218,462.54,536.55,1262.67,1049.63,7.05,9.03,176.06,1915.23,8003.4,541804.2166
25.0038,0.62,462.54,536.84,1266.26,1051.27,7.05,9.02,175.09,1915.32,8005.84,541868.8976
35.0045,0.8418,449.44,555.04,1363.35,1124.6,5.48,8,194.67,2222.88,8346.33,564954.7698
0.0025,0,518.67,641.64,1584.05,1400.46,14.62,21.61,554.36,2388.08,9052.21,632539.355
34.9992,0.8419,449.44,555.43,1357.61,1124.58,5.48,8,194.88,2222.87,8342.24,565148.3698
9.9989,0.251,489.05,604.75,1497.57,1306.78,10.52,15.49,395.49,2318.88,8787.06,605961.7638
34.9999,0.84,449.44,555.17,1363.48,1129.82,5.48,8,195.16,2222.91,8344.53,565139.8998
41.9982,0.84,445,548.72,1356.33,1124.48,3.91,5.71,138.8,2211.81,8310.1,559753.6364
42.0027,0.84,445,549.81,1347.82,1124.3,3.91,5.71,138.41,2211.81,8318.36,559943.3554
0.0017,0.0014,518.67,642.44,1585.01,1406.4,14.62,21.61,554.07,2388.06,9053.21,632348.4118
0.0023,0,518.67,642.38,1587.92,1401.17,14.62,21.61,554.08,2388.07,9058.88,632442.1746
20.007,0.7017,491.19,607.17,1486.4,1252.99,9.35,13.65,334.66,2323.92,8717.78,598230.3342
0.0025,0.0018,518.67,642.54,1588.33,1401.61,14.62,21.61,553.56,2388.08,9055.36,632268.2658
0.003,0.0011,518.67,642.01,1587,1399.68,14.62,21.61,553.91,2388.06,9047.6,631649.3526
42.0068,0.84,445,549.35,1347.36,1132.27,3.91,5.72,139.08,2211.88,8319.45,560586.1536
20.0011,0.7,491.19,607.42,1476.12,1253.47,9.35,13.65,334.49,2323.95,8716.04,597809.1222
0.0026,0.0014,518.67,642.17,1593.06,1398.52,14.62,21.61,554.36,2388.04,9054.3,632369.3036
10.0024,0.2514,489.05,604.52,1501.12,1312.29,10.52,15.49,395.35,2318.89,8772.33,605151.8932
10.0033,0.2511,489.05,604.98,1499.4,1305.45,10.52,15.49,394.78,2318.92,8771.4,604714.1632
42.0047,0.84,445,549.79,1353.66,1126.22,3.91,5.72,139.14,2211.87,8316.49,560402.0894
19.9992,0.7,491.19,606.93,1485.1,1249.44,9.35,13.65,334.52,2323.9,8718.42,597399.8484
35.0058,0.8405,449.44,555.42,1359.16,1128.17,5.48,8,194.48,2222.92,8348.36,565138.2946
35.0061,0.84,449.44,555.01,1362.89,1127.47,5.48,8,194.35,2222.89,8338.92,564422.1022
25.0015,0.6213,462.54,535.99,1261.63,1048.99,7.05,9.03,176.47,1915.31,8017.09,543086.3008
0.002,0,518.67,642.03,1590.36,1404.63,14.62,21.61,554.05,2388.09,9047.96,631975.804
41.9985,0.84,445,549.27,1345.75,1124.43,3.91,5.72,138.64,2211.91,8320.16,560059.797
42.0047,0.8403,445,549.13,1352.95,1124.36,3.91,5.71,138.91,2211.88,8317.19,560369.6412
20.0038,0.7017,491.19,606.87,1481.93,1251.58,9.35,13.65,334.47,2323.94,8723.58,598400.6778
35.0045,0.84,449.44,555.74,1364.14,1123.14,5.48,8,194.88,2222.9,8347.42,564984.249
20.0062,0.7001,491.19,606.8,1484.87,1251.98,9.35,13.66,334.88,2323.94,8723.13,597821.523
41.999,0.84,445,549.1,1354.76,1122.05,3.91,5.72,139.21,2211.93,8310.52,560193.908
25.0078,0.62,462.54,536.84,1263.28,1047.8,7.05,9.02,175.73,1915.28,8022.41,542617.7256
0.0019,0.0001,518.67,642.49,1588.04,1405.85,14.62,21.61,553.77,2388.06,9049.35,631557.1444
0.0005,0,518.67,643.05,1585.43,1409.22,14.62,21.61,553.82,2388.04,9062.37,633181.211
19.9981,0.7,491.19,607.03,1483.95,1249.71,9.35,13.65,335.06,2323.85,8720.27,598296.6462
25.0044,0.62,462.54,537.18,1260.09,1050.82,7.05,9.03,175.46,1915.37,8007.42,542311.5288
9.9997,0.2505,489.05,604.45,1503.31,1301.73,10.52,15.49,395.66,2318.9,8775.72,604693.6724
19.9997,0.7,491.19,607.1,1489.04,1246.75,9.35,13.66,334.86,2323.95,8720.63,597806.4094
41.9985,0.84,445,549.69,1354.41,1122.19,3.91,5.72,138.41,2211.93,8319.45,560841.287
20.0058,0.7016,491.19,607.21,1491.81,1250.84,9.35,13.65,334.42,2323.94,8721.61,597719.9112
25.0062,0.6206,462.54,536.36,1265.69,1049.46,7.05,9.03,175.29,1915.3,8009.12,542148.386
20.0061,0.7,491.19,608.09,1481.48,1243.53,9.35,13.65,334.78,2323.97,8724.52,597880.7622
0.0018,0,518.67,642.42,1589.1,1403.25,14.62,21.61,552.67,2388.06,9059.57,632640.1636
42.0067,0.842,445,549.59,1349.54,1124.9,3.91,5.72,138.48,2211.88,8325.58,560791.7454
35.005,0.8416,449.44,555.49,1371.2,1136.68,5.48,8,194.33,2222.99,8352.53,565860.2696
42.0009,0.8413,445,549.91,1355,1116.85,3.91,5.71,138.44,2211.93,8327.52,561052.5696
20.0043,0.7,491.19,608.1,1488.55,1241.35,9.35,13.66,334.77,2323.94,8724.31,598167.3486
35.0037,0.84,449.44,555.39,1358.36,1123.55,5.48,8,194.55,2222.91,8351.69,566043.9174
25.007,0.6211,462.54,536.87,1267.09,1046.3,7.05,9.03,175.76,1915.41,8009.91,542186.3806
20.0037,0.7009,491.19,607.37,1492.3,1252.19,9.35,13.66,334.71,2323.99,8723.4,598309.9928
9.9984,0.2519,489.05,604.58,1495.47,1313.64,10.52,15.49,394.2,2318.92,8783.27,605411.6782
10.0031,0.25,489.05,604.92,1501.03,1308.62,10.52,15.49,395.31,2318.88,8781.11,604990.1662
19.9992,0.7002,491.19,607.74,1482.01,1247.72,9.35,13.65,335.08,2323.96,8721.29,597934.0696
